purchase_id,student_id,date_purchased
15701,258337,2021-12-28
15712,258374,2021-12-28
15719,255268,2021-12-28
15720,257521,2021-12-28
15721,257720,2021-12-28
15724,258451,2021-12-28
15726,258462,2021-12-29
15727,256018,2021-12-29
15744,258386,2021-12-29
15745,257796,2021-12-29
15746,258520,2021-12-29
15748,258543,2021-12-29
15749,258552,2021-12-29
15750,258561,2021-12-29
15752,258581,2021-12-29
15753,258584,2021-12-29
15754,258470,2021-12-30
15760,258616,2021-12-30
15762,258209,2021-12-30
15769,258636,2021-12-30
15770,258676,2021-12-30
15771,258683,2021-12-30
15773,257003,2021-12-30
15774,258703,2021-12-31
15777,258620,2021-12-31
15779,258791,2021-12-31
15780,256969,2021-12-31
15781,258800,2022-01-01
15786,258803,2022-01-01
15804,258137,2022-01-01
15805,258743,2022-01-01
15806,258695,2022-01-01
15808,258862,2022-01-01
15809,258865,2022-01-01
15810,258320,2022-01-01
15811,258878,2022-01-01
15813,258908,2022-01-01
15815,258913,2022-01-02
15816,258916,2022-01-02
15827,258984,2022-01-02
15828,259011,2022-01-02
15829,259039,2022-01-02
15839,255641,2022-01-03
15844,259106,2022-01-03
15845,258818,2022-01-03
15846,258955,2022-01-03
15847,259155,2022-01-03
15848,257738,2022-01-03
15853,259209,2022-01-04
15862,258922,2022-01-04
15863,259028,2022-01-04
15865,259258,2022-01-04
15867,259026,2022-01-04
15868,259261,2022-01-04
15869,259273,2022-01-04
15872,259305,2022-01-05
15882,255864,2022-01-05
15885,259268,2022-01-05
15888,259398,2022-01-05
15889,259408,2022-01-05
15890,259429,2022-01-06
15891,259447,2022-01-06
15895,255534,2022-01-06
15898,258648,2022-01-06
15903,259534,2022-01-06
15904,259482,2022-01-06
15905,259174,2022-01-07
15915,258212,2022-01-07
15916,259614,2022-01-07
15917,259510,2022-01-07
15918,259635,2022-01-07
15920,259545,2022-01-08
15921,259684,2022-01-08
15930,256193,2022-01-08
15931,259702,2022-01-08
15932,259260,2022-01-08
15933,258980,2022-01-08
15934,259727,2022-01-08
15936,259657,2022-01-08
15941,258822,2022-01-09
15942,256393,2022-01-09
15947,256270,2022-01-09
15952,259504,2022-01-09
15954,259476,2022-01-09
15955,259777,2022-01-09
15956,258971,2022-01-09
15957,259862,2022-01-09
15958,259283,2022-01-09
15960,259865,2022-01-10
15961,259664,2022-01-10
15962,255765,2022-01-10
15965,259549,2022-01-10
15966,259731,2022-01-10
15970,256527,2022-01-10
15971,259473,2022-01-10
15972,259938,2022-01-10
15973,259860,2022-01-10
15975,259952,2022-01-10
15976,259953,2022-01-10
15978,259959,2022-01-10
15979,259965,2022-01-10
15981,257630,2022-01-11
15982,259983,2022-01-11
15987,260029,2022-01-11
15990,259834,2022-01-11
15992,259262,2022-01-11
15995,259689,2022-01-11
15996,259437,2022-01-11
15999,259969,2022-01-12
16000,259506,2022-01-12
16001,259973,2022-01-11
16003,260111,2022-01-12
16007,260126,2022-01-12
16011,260132,2022-01-12
16014,256678,2022-01-12
16019,259756,2022-01-12
16020,260168,2022-01-12
16021,260180,2022-01-12
16022,260181,2022-01-12
16023,260164,2022-01-12
16027,260173,2022-01-13
16028,260217,2022-01-13
16035,255599,2022-01-13
16048,259996,2022-01-13
16050,260192,2022-01-13
16052,260291,2022-01-13
16053,260324,2022-01-13
16055,260335,2022-01-14
16057,260354,2022-01-14
16063,256904,2022-01-14
16071,256539,2022-01-14
16079,260265,2022-01-14
16082,260423,2022-01-14
16084,260211,2022-01-14
16085,260465,2022-01-14
16086,260483,2022-01-15
16087,260494,2022-01-15
16106,260356,2022-01-15
16107,260549,2022-01-15
16109,260321,2022-01-15
16111,260578,2022-01-15
16112,260486,2022-01-16
16114,256564,2022-01-16
16117,260616,2022-01-16
16129,260646,2022-01-16
16131,260649,2022-01-16
16135,260707,2022-01-17
16136,260593,2022-01-17
16137,260715,2022-01-17
16140,260742,2022-01-17
16152,260062,2022-01-17
16154,260792,2022-01-17
16156,257330,2022-01-17
16158,260809,2022-01-17
16159,260815,2022-01-17
16162,260295,2022-01-17
16164,258044,2022-01-17
16166,260829,2022-01-18
16167,260329,2022-01-18
16168,260842,2022-01-18
16169,260033,2022-01-18
16176,260855,2022-01-18
16182,257384,2022-01-18
16184,257423,2022-01-18
16186,260664,2022-01-18
16188,260865,2022-01-18
16191,260885,2022-01-18
16192,260834,2022-01-18
16193,257807,2022-01-18
16194,260891,2022-01-18
16198,260909,2022-01-18
16199,260910,2022-01-19
16200,260920,2022-01-19
16201,260913,2022-01-19
16203,260572,2022-01-19
16217,260952,2022-01-19
16218,260898,2022-01-19
16219,260954,2022-01-19
16220,260338,2022-01-19
16221,258386,2022-01-19
16225,260968,2022-01-19
16226,260971,2022-01-19
16228,260977,2022-01-19
16230,260176,2022-01-19
16231,260991,2022-01-19
16232,260988,2022-01-19
16237,260998,2022-01-20
16241,257509,2022-01-20
16261,261022,2022-01-20
16262,256448,2022-01-20
16264,260608,2022-01-20
16265,261039,2022-01-20
16266,260684,2022-01-20
16269,261061,2022-01-20
16271,261072,2022-01-20
16272,261073,2022-01-20
16275,261084,2022-01-20
16277,261086,2022-01-20
16285,261110,2022-01-21
16287,260216,2022-01-21
16289,261132,2022-01-21
16290,256838,2022-01-21
16302,256570,2022-01-21
16316,260754,2022-01-21
16318,259483,2022-01-21
16319,261158,2022-01-21
16320,261173,2022-01-21
16321,260813,2022-01-21
16322,261177,2022-01-21
16323,259474,2022-01-21
16324,261183,2022-01-21
16326,260477,2022-01-16
16327,261200,2022-01-21
16333,261217,2022-01-22
16334,261212,2022-01-22
16335,261121,2022-01-22
16336,261227,2022-01-22
16337,261228,2022-01-22
16353,261241,2022-01-22
16355,260831,2022-01-22
16356,261263,2022-01-22
16357,261019,2022-01-22
16358,261268,2022-01-22
16359,261210,2022-01-22
16360,261003,2022-01-22
16361,261085,2022-01-22
16362,261276,2022-01-22
16365,261288,2022-01-23
16366,261290,2022-01-23
16367,261293,2022-01-23
16368,261295,2022-01-23
16370,257729,2022-01-23
16387,261359,2022-01-23
16388,261349,2022-01-23
16389,261059,2022-01-23
16390,261367,2022-01-23
16391,261374,2022-01-23
16393,261389,2022-01-24
16394,261390,2022-01-24
16395,261393,2022-01-24
16396,261412,2022-01-24
16404,261417,2022-01-24
16406,257827,2022-01-24
16408,259283,2022-01-24
16409,259494,2022-01-24
16411,261446,2022-01-24
16414,261452,2022-01-24
16415,261483,2022-01-24
16419,261490,2022-01-24
16421,261495,2022-01-24
16422,259523,2022-01-25
16423,260702,2022-01-25
16425,261291,2022-01-25
16426,260850,2022-01-25
16427,261171,2022-01-25
16428,261408,2022-01-25
16430,261538,2022-01-25
16440,261518,2022-01-25
16441,261552,2022-01-25
16442,260916,2022-01-25
16443,261558,2022-01-25
16445,261565,2022-01-25
16446,261567,2022-01-25
16449,255668,2022-01-25
16450,260345,2022-01-25
16452,261577,2022-01-25
16456,260915,2022-01-25
16458,261593,2022-01-25
16459,259171,2022-01-25
16462,260787,2022-01-26
16463,261391,2022-01-26
16464,261585,2022-01-26
16466,261603,2022-01-26
16467,261607,2022-01-26
16468,261610,2022-01-26
16469,261621,2022-01-26
16475,257898,2022-01-26
16477,258163,2022-01-26
16480,260024,2022-01-26
16481,261550,2022-01-26
16483,261633,2022-01-26
16489,261510,2022-01-26
16491,261491,2022-01-26
16492,259300,2022-01-26
16493,261658,2022-01-26
16495,261661,2022-01-26
16497,261662,2022-01-26
16498,261455,2022-01-26
16499,259524,2022-01-26
16500,261674,2022-01-26
16501,261679,2022-01-26
16502,261239,2022-01-26
16504,261685,2022-01-26
16506,261690,2022-01-26
16511,261714,2022-01-27
16513,258158,2022-01-27
16519,261721,2022-01-27
16521,261724,2022-01-27
16522,261522,2022-01-27
16525,261735,2022-01-27
16526,261736,2022-01-27
16527,261323,2022-01-27
16529,261337,2022-01-27
16532,261619,2022-01-27
16533,261654,2022-01-27
16536,261519,2022-01-27
16538,261758,2022-01-27
16539,261431,2022-01-27
16541,256405,2022-01-27
16543,261756,2022-01-27
16544,258913,2022-01-27
16545,261766,2022-01-27
16546,261184,2022-01-27
16547,259054,2022-01-27
16548,261768,2022-01-27
16550,261771,2022-01-27
16552,261773,2022-01-27
16553,261778,2022-01-27
16554,261779,2022-01-27
16555,261755,2022-01-27
16557,261682,2022-01-27
16558,258782,2022-01-27
16559,261590,2022-01-27
16560,261783,2022-01-27
16562,258463,2022-01-27
16563,261785,2022-01-27
16564,261788,2022-01-27
16565,260698,2022-01-27
16566,261750,2022-01-27
16567,261704,2022-01-27
16568,261737,2022-01-27
16573,261789,2022-01-28
16576,261782,2022-01-27
16577,261777,2022-01-27
16578,261791,2022-01-28
16579,261790,2022-01-28
16580,259870,2022-01-28
16582,261589,2022-01-28
16583,261796,2022-01-28
16584,256954,2022-01-28
16585,261787,2022-01-28
16586,258373,2022-01-28
16587,261801,2022-01-28
16588,261802,2022-01-28
16589,261805,2022-01-28
16593,261615,2022-01-28
16596,261808,2022-01-28
16597,261810,2022-01-28
16598,261809,2022-01-28
16600,261138,2022-01-28
16601,261813,2022-01-28
16603,261816,2022-01-28
16604,261817,2022-01-28
16605,261819,2022-01-28
16606,261820,2022-01-28
16607,261822,2022-01-28
16615,258325,2022-01-28
16619,261825,2022-01-28
16622,258338,2022-01-28
16623,258337,2022-01-28
16628,259781,2022-01-27
16643,256018,2022-01-29
16647,258543,2022-01-29
16649,261466,2022-01-29
16655,257003,2022-01-30
16657,258209,2022-01-30
16658,261995,2022-01-30
16659,262071,2022-01-31
16664,262068,2022-01-31
16665,261979,2022-01-31
16666,262119,2022-01-31
16670,262190,2022-02-01
16672,262224,2022-02-01
16688,262198,2022-02-01
16690,261692,2022-02-01
16691,262273,2022-02-01
16692,262288,2022-02-01
16694,257486,2022-02-01
16695,262298,2022-02-01
16697,261905,2022-02-02
16698,261608,2022-02-02
16701,259039,2022-02-02
16707,262392,2022-02-02
16708,262406,2022-02-03
16711,262414,2022-02-03
16712,258311,2022-02-03
16714,262470,2022-02-03
16715,257738,2022-02-03
16722,262237,2022-02-03
16723,261831,2022-02-03
16724,262550,2022-02-03
16726,262459,2022-02-04
16727,262599,2022-02-04
16733,259258,2022-02-04
16736,259026,2022-02-04
16737,262634,2022-02-04
16739,262648,2022-02-04
16741,262641,2022-02-05
16742,259654,2022-02-05
16747,255864,2022-02-05
16752,259408,2022-02-05
16754,262739,2022-02-05
16756,262750,2022-02-05
16758,262754,2022-02-05
16759,262784,2022-02-05
16761,262792,2022-02-05
16763,262596,2022-02-06
16764,262643,2022-02-06
16765,262817,2022-02-06
16766,262821,2022-02-06
16767,262138,2022-02-06
16775,259534,2022-02-06
16777,259305,2022-02-06
16778,262826,2022-02-06
16779,262613,2022-02-06
16780,262861,2022-02-06
16781,262675,2022-02-06
16782,262908,2022-02-07
16786,259510,2022-02-07
16787,261554,2022-02-07
16788,262944,2022-02-07
16789,262955,2022-02-07
16790,262738,2022-02-07
16791,262967,2022-02-07
16792,262992,2022-02-07
16793,263000,2022-02-07
16794,262991,2022-02-07
16798,256193,2022-02-08
16801,259702,2022-02-08
16827,263065,2022-02-08
16828,263065,2022-02-08
16834,263069,2022-02-08
16837,263072,2022-02-08
16839,263074,2022-02-08
16840,263077,2022-02-08
16841,263078,2022-02-08
16843,263079,2022-02-08
16844,263080,2022-02-08
16845,263082,2022-02-08
16855,263104,2022-02-08
16856,263112,2022-02-08
16857,263118,2022-02-08
16858,263120,2022-02-08
16859,263126,2022-02-08
16862,263076,2022-02-09
16866,256393,2022-02-09
16868,259283,2022-02-09
16870,256270,2022-02-09
16872,259777,2022-02-09
16874,262726,2022-02-09
16876,262988,2022-02-09
16877,261668,2022-02-09
16878,263216,2022-02-09
16879,262377,2022-02-09
16880,262973,2022-02-09
16883,263146,2022-02-10
16885,256527,2022-02-10
16887,259731,2022-02-10
16888,259965,2022-02-10
16890,259860,2022-02-10
16891,255765,2022-02-10
16895,259938,2022-02-10
16896,262819,2022-02-10
16897,262580,2022-02-10
16898,263296,2022-02-10
16899,263210,2022-02-10
16900,261883,2022-02-10
16901,260200,2022-02-10
16903,263321,2022-02-11
16904,263087,2022-02-11
16914,259689,2022-02-11
16917,257630,2022-02-11
16920,261828,2022-02-11
16921,263392,2022-02-11
16922,263300,2022-02-12
16927,260180,2022-02-12
16933,259865,2022-02-12
16934,263231,2022-02-12
16935,263472,2022-02-12
16936,263480,2022-02-13
16937,263483,2022-02-13
16948,259996,2022-02-13
16949,263531,2022-02-13
16950,263535,2022-02-13
16952,263545,2022-02-13
16953,263368,2022-02-13
16954,263364,2022-02-13
16955,263564,2022-02-13
16956,263481,2022-02-14
16957,263501,2022-02-14
16962,260465,2022-02-14
16968,256539,2022-02-14
16969,260354,2022-02-14
16971,260211,2022-02-14
16972,258645,2021-12-30
16973,258883,2022-01-01
16974,259070,2022-01-03
16975,259767,2022-01-09
16977,262457,2022-02-14
16978,261626,2022-01-26
16979,261644,2022-01-26
16980,261647,2022-01-26
16981,261670,2022-01-26
16982,262297,2022-02-01
16983,262421,2022-02-03
16984,262585,2022-02-03
16985,262677,2022-02-04
16987,263639,2022-02-14
16994,263672,2022-02-14
16995,263672,2022-02-14
16998,263692,2022-02-14
16999,263551,2022-02-14
17003,263494,2022-02-15
17013,260774,2022-02-15
17015,263479,2022-02-15
17017,263759,2022-02-15
17018,263776,2022-02-15
17019,263783,2022-02-15
17020,263363,2022-02-15
17021,263536,2022-02-15
17022,263690,2022-02-15
17026,263791,2022-02-16
17028,263698,2022-02-16
17032,260646,2022-02-16
17035,256564,2022-02-16
17040,263842,2022-02-16
17042,263293,2022-02-16
17047,263798,2022-02-16
17058,261805,2022-02-17
17062,263933,2022-02-17
17063,255534,2022-02-17
17065,263648,2022-02-17
17066,260742,2022-02-17
17083,263941,2022-02-17
17086,263942,2022-02-17
17096,263913,2022-02-17
17098,255912,2022-02-18
17101,257384,2022-02-18
17102,257423,2022-02-18
17106,260885,2022-02-18
17107,263388,2022-02-18
17108,260042,2022-02-18
17109,264141,2022-02-18
17110,264076,2022-02-18
17112,260356,2022-02-18
17113,264167,2022-02-18
17124,258930,2022-02-19
17125,263496,2022-02-19
17126,264254,2022-02-19
17127,262270,2022-02-19
17128,264253,2022-02-19
17129,262714,2022-02-20
17130,264290,2022-02-20
17133,263859,2022-02-20
17134,263497,2022-02-20
17139,261073,2022-02-20
17145,264316,2022-02-20
17146,264323,2022-02-20
17147,263650,2022-02-20
17148,264259,2022-02-20
17149,263786,2022-02-20
17152,263706,2022-02-21
17153,264391,2022-02-21
17158,256570,2022-02-21
17164,264417,2022-02-21
17165,263920,2022-02-21
17167,264434,2022-02-21
17169,264476,2022-02-21
17171,264513,2022-02-21
17179,261228,2022-02-22
17183,261212,2022-02-22
17189,264118,2022-02-22
17191,262412,2022-02-22
17192,264677,2022-02-23
17193,264679,2022-02-23
17194,264684,2022-02-23
17195,264404,2022-02-23
17196,264694,2022-02-23
17197,264696,2022-02-23
17198,264081,2022-02-23
17207,264723,2022-02-23
17208,264514,2022-02-23
17209,264761,2022-02-23
17210,264472,2022-02-23
17211,264746,2022-02-23
17214,264549,2022-02-24
17225,264637,2022-02-24
17226,264131,2022-02-24
17227,264916,2022-02-24
17229,264049,2022-02-24
17231,264888,2022-02-25
17234,255827,2022-02-25
17241,264400,2022-02-25
17242,264826,2022-02-25
17243,264572,2022-02-25
17245,265044,2022-02-25
17246,264291,2022-02-26
17250,265077,2022-02-26
17255,261491,2022-02-26
17260,258163,2022-02-26
17262,265130,2022-02-26
17263,263661,2022-02-26
17264,265106,2022-02-26
17265,263683,2022-02-26
17266,264502,2022-02-26
17268,258782,2022-02-27
17269,265093,2022-02-27
17272,261724,2022-02-27
17274,265201,2022-02-27
17276,265218,2022-02-27
17278,264699,2022-02-27
17281,265250,2022-02-27
17282,265110,2022-02-27
17284,265121,2022-02-28
17285,264361,2022-02-28
17299,258373,2022-02-28
17304,257003,2022-02-28
17306,261995,2022-02-28
17316,261466,2022-02-28
17320,258337,2022-02-28
17323,265339,2022-02-28
17327,258338,2022-02-28
17330,265337,2022-02-28
17331,264623,2022-02-28
17332,264425,2022-02-28
17334,265025,2022-02-28
17337,265390,2022-02-28
17338,264909,2022-02-28
17339,265023,2022-02-28
17340,265415,2022-02-28
17341,265418,2022-02-28
17342,265182,2022-02-28
17344,265424,2022-02-28
17349,265462,2022-03-01
17351,265317,2022-03-01
17360,262190,2022-03-01
17368,265262,2022-03-01
17369,265483,2022-03-01
17370,265302,2022-03-01
17372,265519,2022-03-01
17373,265506,2022-03-01
17374,265328,2022-03-01
17375,265572,2022-03-02
17377,265581,2022-03-02
17380,259039,2022-03-02
17385,265618,2022-03-02
17386,265578,2022-03-02
17387,262569,2022-03-02
17388,263677,2022-03-02
17391,265714,2022-03-03
17395,262421,2022-03-03
17400,265241,2022-03-03
17401,265808,2022-03-03
17402,265176,2022-03-04
17403,265813,2022-03-04
17404,265779,2022-03-04
17408,259258,2022-03-04
17412,262677,2022-03-04
17415,259026,2022-03-04
17416,264856,2022-03-04
17417,265879,2022-03-04
17418,265686,2022-03-04
17420,265902,2022-03-04
17421,265918,2022-03-04
17423,265928,2022-03-05
17424,255864,2022-03-05
17425,259408,2022-03-05
17428,262750,2022-03-05
17436,262792,2022-03-05
17437,258832,2022-03-05
17440,265966,2022-03-05
17442,265970,2022-03-05
17443,265878,2022-03-05
17444,266001,2022-03-06
17445,262596,2022-03-06
17446,259534,2022-03-06
17452,262821,2022-03-06
17455,266041,2022-03-06
17456,266057,2022-03-06
17457,266045,2022-03-06
17458,266067,2022-03-06
17459,265489,2022-03-06
17460,266072,2022-03-06
17461,266065,2022-03-06
17462,266099,2022-03-06
17464,265789,2022-03-06
17466,266121,2022-03-06
17467,266123,2022-03-06
17469,266125,2022-03-07
17470,265967,2022-03-07
17471,266136,2022-03-07
17472,264732,2022-03-07
17475,260861,2022-03-07
17477,261753,2022-03-07
17478,260964,2022-03-07
17479,266251,2022-03-07
17480,266259,2022-03-07
17481,265653,2022-03-07
17482,264563,2022-03-07
17483,262992,2022-03-07
17484,266308,2022-03-07
17485,263693,2022-03-07
17486,265449,2022-03-08
17487,266332,2022-03-08
17488,259702,2022-03-08
17496,256193,2022-03-08
17498,266386,2022-03-08
17499,266402,2022-03-08
17500,261668,2022-03-08
17501,266325,2022-03-08
17502,263104,2022-03-08
17503,263112,2022-03-08
17504,265588,2022-03-08
17505,265628,2022-03-08
17511,266492,2022-03-09
17512,263076,2022-03-09
17516,256270,2022-03-09
17517,256393,2022-03-09
17521,266529,2022-03-09
17525,266410,2022-03-09
17526,266455,2022-03-09
17527,266366,2022-03-09
17529,262221,2022-03-10
17530,266642,2022-03-10
17531,266548,2022-03-10
17533,256527,2022-03-10
17539,255765,2022-03-10
17540,259860,2022-03-10
17545,259965,2022-03-10
17547,266549,2022-03-10
17548,263845,2022-03-10
17549,266681,2022-03-10
17550,266683,2022-03-10
17551,266489,2022-03-10
17552,266249,2022-03-10
17553,266693,2022-03-10
17554,263210,2022-03-10
17555,261883,2022-03-10
17556,266544,2022-03-10
17557,266462,2022-03-10
17558,266603,2022-03-10
17559,266615,2022-03-10
17560,266485,2022-03-11
17561,262908,2022-03-11
17569,257630,2022-03-11
17571,266788,2022-03-11
17572,266766,2022-03-11
17573,266810,2022-03-11
17574,261828,2022-03-11
17575,266875,2022-03-11
17576,266614,2022-03-11
17577,266886,2022-03-11
17578,266894,2022-03-11
17579,266901,2022-03-12
17580,266316,2022-03-12
17586,260180,2022-03-12
17588,263529,2022-03-12
17589,266340,2022-03-12
17590,266962,2022-03-12
17591,266758,2022-03-12
17592,266680,2022-03-12
17593,266975,2022-03-12
17594,267011,2022-03-12
17595,264687,2022-03-12
17596,267010,2022-03-12
17597,263480,2022-03-13
17598,263483,2022-03-13
17599,267063,2022-03-13
17600,267068,2022-03-13
17601,259996,2022-03-13
17612,266522,2022-03-13
17615,267109,2022-03-13
17616,267114,2022-03-13
17617,265310,2022-03-13
17618,267116,2022-03-13
17619,266106,2022-03-13
17620,266512,2022-03-13
17622,266616,2022-03-13
17623,263481,2022-03-14
17624,266496,2022-03-14
17625,267174,2022-03-14
17626,260465,2022-03-14
17634,267203,2022-03-14
17635,267214,2022-03-14
17636,266754,2022-03-14
17637,264552,2022-03-14
17638,266095,2022-03-14
17639,267254,2022-03-14
17640,266108,2022-03-14
17642,266584,2022-03-15
17656,267358,2022-03-15
17657,263479,2022-03-15
17659,267413,2022-03-15
17660,267418,2022-03-15
17661,263783,2022-03-15
17662,267432,2022-03-15
17663,263690,2022-03-15
17665,267048,2022-03-16
17668,263791,2022-03-16
17669,267502,2022-03-16
17675,267534,2022-03-16
17677,260646,2022-03-16
17687,267549,2022-03-16
17688,267555,2022-03-16
17689,267546,2022-03-16
17691,267582,2022-03-16
17692,267496,2022-03-16
17693,267487,2022-03-16
17694,267613,2022-03-16
17699,267662,2022-03-17
17700,267670,2022-03-17
17721,267064,2022-03-17
17723,267558,2022-03-17
17725,267106,2022-03-17
17726,263913,2022-03-17
17728,261325,2022-03-17
17729,266725,2022-03-17
17730,261680,2022-03-17
17732,255912,2022-03-18
17733,267796,2022-03-18
17734,267721,2022-03-18
17735,267778,2022-03-18
17736,267765,2022-03-18
17741,257384,2022-03-18
17756,257423,2022-03-18
17762,267515,2022-03-18
17764,267843,2022-03-18
17765,267854,2022-03-18
17767,267026,2022-03-18
17768,267916,2022-03-19
17769,267919,2022-03-19
17770,267930,2022-03-19
17783,267840,2022-03-19
17784,267443,2022-03-19
17785,268010,2022-03-19
17786,264254,2022-03-19
17787,267812,2022-03-19
17788,262270,2022-03-19
17789,268046,2022-03-20
17790,268045,2022-03-20
17792,261073,2022-03-20
17799,268011,2022-03-20
17800,267089,2022-03-20
17802,264259,2022-03-20
17803,267286,2022-03-20
17804,267949,2022-03-20
17807,267168,2022-03-21
17808,268152,2022-03-21
17809,268154,2022-03-21
17811,264391,2022-03-21
17812,268053,2022-03-21
17813,268177,2022-03-21
17818,257658,2022-03-21
17824,256570,2022-03-21
17826,264417,2022-03-21
17827,258154,2022-03-21
17828,268204,2022-03-21
17831,259491,2022-03-21
17832,255241,2022-03-21
17833,268224,2022-03-21
17834,268226,2022-03-21
17836,263934,2022-03-21
17837,267114,2022-03-21
17840,262203,2022-03-22
17844,268257,2022-03-22
17845,264081,2022-03-22
17847,262761,2022-03-22
17851,261212,2022-03-22
17862,261228,2022-03-22
17865,268331,2022-03-22
17866,268337,2022-03-22
17867,268346,2022-03-22
17868,268346,2022-03-22
17869,268344,2022-03-22
17870,268352,2022-03-22
17871,268373,2022-03-23
17881,268380,2022-03-23
17887,268389,2022-03-23
17888,268395,2022-03-23
17889,268357,2022-03-23
17890,268263,2022-03-23
17892,268408,2022-03-23
17893,268410,2022-03-23
17894,268412,2022-03-23
17895,264472,2022-03-23
17896,268293,2022-03-23
17898,267643,2022-03-23
17901,268348,2022-03-24
17902,267498,2022-03-24
17903,268374,2022-03-24
17920,268461,2022-03-24
17921,268465,2022-03-24
17923,267391,2022-03-24
17924,268113,2022-03-24
17925,268473,2022-03-24
17926,268477,2022-03-24
17927,268480,2022-03-24
17929,268481,2022-03-24
17931,268497,2022-03-24
17932,264761,2022-03-24
17935,268510,2022-03-24
17937,264888,2022-03-25
17938,266012,2022-03-25
17940,268527,2022-03-25
17941,268420,2022-03-25
17942,268511,2022-03-25
17946,258119,2022-03-25
