student_id,date_watched
255220,2022-01-30
255220,2022-05-31
255220,2022-06-01
255220,2022-06-02
255220,2022-06-03
255220,2022-06-04
255220,2022-06-06
255220,2022-06-07
255220,2022-06-08
255220,2022-06-09
255220,2022-06-10
255220,2022-06-11
255220,2022-06-12
255220,2022-06-13
255220,2022-06-14
255220,2022-06-15
255220,2022-06-16
255220,2022-06-17
255220,2022-06-18
255220,2022-06-20
255220,2022-06-21
255220,2022-07-19
255220,2022-08-11
255220,2022-08-12
255220,2022-08-16
255220,2022-08-18
255220,2022-08-19
255220,2022-08-20
255220,2022-08-22
255220,2022-05-16
255220,2022-05-18
255220,2022-05-19
255220,2022-05-20
255220,2022-05-22
255220,2022-05-23
255220,2022-05-24
255220,2022-05-25
255220,2022-05-26
255220,2022-05-27
255220,2022-05-28
255220,2022-05-29
255220,2022-05-30
255220,2022-01-31
255220,2022-02-01
255220,2022-02-02
255220,2022-03-21
255220,2022-05-10
255220,2022-05-11
255220,2022-05-12
255220,2022-05-13
255220,2022-05-14
255220,2022-08-07
255220,2022-08-08
255220,2022-08-09
255220,2022-08-10
255220,2022-08-30
255220,2022-08-31
255220,2022-09-01
255220,2022-09-02
255220,2022-09-03
255220,2022-09-05
255220,2022-09-07
255220,2022-09-08
255220,2022-06-29
255220,2022-07-06
255220,2022-07-07
255222,2021-12-01
255226,2022-07-19
255227,2022-02-01
255227,2022-02-07
255227,2022-02-08
255227,2022-02-13
255231,2021-12-16
255231,2021-12-17
255231,2021-12-20
255232,2021-12-07
255232,2021-12-15
255232,2022-01-01
255232,2022-02-08
255232,2022-03-01
255232,2022-03-02
255232,2022-03-29
255232,2022-04-07
255232,2022-04-08
255232,2022-04-18
255232,2022-04-19
255232,2022-06-01
255232,2022-06-02
255232,2022-07-06
255232,2022-07-07
255232,2022-07-08
255232,2022-07-16
255232,2022-07-17
255232,2022-09-23
255232,2022-09-24
255235,2021-12-01
255238,2021-12-01
255239,2021-12-01
255241,2022-03-21
255241,2022-04-05
255241,2022-04-06
255241,2022-04-07
255241,2022-04-09
255241,2022-04-10
255241,2022-04-12
255241,2022-04-13
255241,2022-05-06
255241,2022-01-26
255241,2022-02-20
255241,2022-05-15
255241,2022-06-29
255241,2022-06-30
255241,2022-07-01
255241,2022-10-10
255241,2022-05-14
255241,2022-04-15
255241,2022-04-16
255241,2022-04-14
255241,2022-06-08
255241,2022-06-12
255241,2022-07-25
255243,2021-12-01
255243,2022-03-14
255243,2022-03-15
255243,2022-08-08
255243,2021-12-03
255243,2021-12-08
255243,2021-12-02
255243,2021-12-10
255243,2021-12-09
255243,2022-03-10
255245,2021-12-01
255246,2021-12-01
255253,2021-12-01
255254,2021-12-03
255255,2021-12-15
255257,2022-05-04
255257,2022-05-18
255257,2022-05-22
255257,2022-05-25
255257,2022-05-27
255257,2022-05-30
255257,2022-08-02
255257,2022-08-03
255257,2022-06-01
255257,2022-03-07
255257,2022-03-08
255257,2022-03-22
255257,2022-03-23
255257,2022-04-11
255257,2022-04-28
255257,2022-04-29
255257,2022-06-04
255257,2022-09-04
255257,2022-09-05
255257,2022-09-07
255257,2022-09-09
255257,2022-09-12
255257,2022-09-13
255257,2022-09-14
255257,2022-09-15
255257,2022-09-18
255257,2022-09-19
255257,2022-09-20
255257,2022-09-21
255257,2022-09-24
255257,2022-09-25
255257,2022-09-26
255257,2022-10-02
255257,2022-10-03
255257,2022-10-10
255257,2022-10-12
255257,2022-10-13
255257,2022-06-02
255257,2022-06-14
255257,2022-06-22
255257,2022-07-07
255257,2022-07-08
255257,2022-07-09
255257,2022-07-10
255257,2022-07-11
255257,2022-07-12
255257,2022-07-27
255257,2022-07-28
255257,2022-08-09
255257,2022-06-15
255257,2022-08-10
255257,2022-08-12
255257,2022-08-19
255257,2022-08-24
255257,2022-08-25
255257,2022-08-26
255257,2022-08-28
255257,2022-08-29
255257,2021-12-28
255257,2022-02-14
255257,2022-02-23
255257,2022-10-23
255257,2022-10-24
255257,2022-10-25
255257,2022-10-26
255257,2022-10-27
255257,2021-12-02
255257,2021-12-04
255257,2021-12-05
255257,2021-12-06
255257,2022-02-01
255257,2022-02-24
255257,2022-02-25
255259,2022-01-12
255259,2022-01-13
255260,2021-12-01
255261,2021-12-07
255262,2021-12-24
255262,2021-12-25
255262,2021-12-26
255262,2021-12-27
255262,2021-12-29
255262,2022-01-04
255262,2022-01-16
255267,2022-01-23
255267,2022-03-14
255267,2022-03-11
255267,2022-03-12
255267,2022-03-13
255267,2022-03-15
255267,2022-03-16
255267,2022-04-06
255267,2022-04-22
255267,2022-05-27
255267,2022-05-28
255267,2022-05-29
255267,2022-03-19
255267,2022-03-10
255267,2022-03-29
255267,2022-03-06
255268,2021-12-01
255268,2021-12-02
255268,2021-12-06
255268,2021-12-08
255268,2021-12-28
255268,2022-01-03
255268,2022-01-04
255268,2022-01-08
255268,2022-01-09
255268,2022-01-26
255268,2022-01-10
255268,2022-01-11
255268,2022-01-12
255268,2022-01-13
255269,2021-12-01
255269,2021-12-03
255269,2022-02-03
255269,2022-02-04
255269,2022-02-25
255269,2022-03-04
255269,2022-04-01
255269,2022-04-04
255269,2022-04-06
255269,2022-04-08
255269,2022-04-25
255269,2022-04-28
255269,2022-05-06
255269,2022-05-11
255269,2022-05-17
255269,2022-05-19
255271,2022-05-15
255271,2021-12-01
255271,2021-12-02
255271,2021-12-09
255271,2022-03-24
255271,2021-12-05
255271,2021-12-14
255271,2022-03-15
255271,2022-03-21
255271,2022-03-22
255271,2022-04-09
255271,2021-12-10
255271,2021-12-24
255271,2021-12-25
255271,2021-12-26
255271,2021-12-27
255271,2021-12-28
255271,2022-02-10
255271,2022-03-27
255271,2022-03-28
255271,2022-03-29
255271,2022-03-30
255271,2022-03-31
255271,2022-07-18
255271,2022-01-22
255271,2022-01-02
255271,2022-01-03
255271,2022-01-04
255271,2022-01-08
255271,2022-01-09
255271,2022-01-11
255271,2022-04-03
255271,2022-04-04
255271,2022-04-05
255271,2022-04-06
255271,2022-04-28
255271,2022-05-11
255271,2022-02-07
255271,2022-08-11
255271,2022-01-31
255271,2022-02-01
255271,2022-02-03
255271,2022-02-05
255271,2022-02-06
255271,2022-02-24
255271,2021-12-13
255271,2021-12-15
255271,2021-12-18
255271,2021-12-20
255271,2021-12-31
255271,2022-01-14
255271,2022-01-15
255271,2022-01-16
255271,2022-01-17
255271,2022-01-19
255271,2022-02-16
255271,2022-02-22
255271,2022-02-26
255271,2022-04-11
255271,2022-04-12
255271,2022-04-14
255271,2022-04-18
255271,2022-05-09
255271,2022-01-24
255272,2021-12-01
255272,2022-07-15
255272,2021-12-06
255272,2021-12-08
255272,2021-12-09
255272,2021-12-10
255272,2021-12-12
255272,2021-12-14
255272,2021-12-18
255272,2021-12-21
255272,2022-01-28
255272,2022-05-15
255272,2022-05-27
255272,2022-05-28
255272,2022-07-14
255275,2022-04-27
255275,2022-04-28
255275,2022-06-09
255275,2022-06-10
255275,2022-03-03
255275,2022-03-29
255275,2022-03-30
255275,2022-04-01
255275,2022-04-05
255275,2022-04-06
255275,2022-04-13
255275,2022-04-14
255275,2022-06-08
255275,2022-04-29
255275,2022-04-30
255275,2022-05-01
255275,2022-05-02
255275,2022-05-09
255277,2022-05-31
255279,2021-12-01
255279,2021-12-02
255279,2021-12-29
255280,2021-12-04
255280,2022-10-12
255282,2022-09-16
255282,2022-09-17
255282,2022-09-18
255282,2022-09-19
255282,2022-08-03
255282,2022-08-05
255282,2022-08-15
255282,2022-08-16
255282,2022-08-17
255282,2022-08-29
255282,2022-09-01
255282,2022-09-04
255282,2022-09-05
255282,2022-09-07
255282,2022-09-09
255282,2022-09-11
255282,2022-09-12
255282,2022-09-13
255282,2022-09-14
255282,2022-09-15
255282,2021-12-20
255282,2021-12-23
255282,2021-12-25
255282,2022-09-20
255282,2022-09-21
255282,2022-09-22
255282,2022-09-23
255282,2022-09-24
255282,2022-09-25
255282,2022-09-26
255282,2022-09-27
255282,2022-09-28
255282,2022-09-29
255282,2022-09-30
255282,2022-07-21
255282,2022-07-22
255282,2022-07-25
255282,2022-10-02
255282,2022-10-03
255282,2022-10-04
255282,2022-10-05
255282,2022-10-06
255282,2022-10-07
255282,2022-10-08
255282,2022-10-09
255282,2022-10-10
255282,2022-10-11
255282,2022-10-12
255282,2022-10-13
255282,2022-10-17
255282,2022-10-18
255282,2022-10-19
255282,2022-10-20
255282,2022-10-21
255282,2022-10-22
255282,2022-10-01
255282,2021-12-27
255282,2021-12-29
255282,2022-01-03
255282,2022-01-04
255282,2022-01-05
255282,2022-01-06
255282,2022-01-12
255282,2022-01-13
255282,2022-01-15
255282,2022-01-16
255282,2022-01-20
255282,2022-01-21
255282,2022-01-22
255282,2022-01-23
255282,2022-01-25
255282,2022-01-29
255282,2022-01-31
255282,2022-02-01
255282,2022-05-26
255282,2022-06-07
255282,2022-06-08
255282,2022-06-09
255282,2022-06-11
255282,2022-06-12
255282,2022-06-14
255282,2022-06-15
255282,2022-06-16
255282,2022-06-17
255282,2022-06-20
255282,2022-06-27
255282,2022-06-28
255282,2022-06-29
255282,2022-06-30
255282,2022-07-02
255282,2022-07-18
255282,2022-07-19
255282,2022-07-20
255282,2022-07-28
255282,2022-02-02
255282,2022-02-03
255282,2022-02-07
255282,2022-02-08
255282,2022-02-14
255282,2022-02-15
255282,2022-02-16
255282,2022-02-17
255282,2022-02-18
255282,2022-02-20
255282,2022-02-21
255282,2022-03-01
255282,2022-03-02
255282,2022-03-10
255282,2022-03-14
255282,2022-03-15
255282,2022-03-16
255282,2022-10-23
255282,2022-10-24
255282,2022-10-25
255282,2022-08-02
255282,2022-10-28
255282,2022-10-29
255282,2022-10-26
255282,2022-10-27
255282,2022-10-30
255282,2022-07-26
255282,2022-07-27
255282,2022-08-01
255282,2022-05-06
255282,2022-05-08
255282,2022-05-10
255282,2022-05-11
255282,2022-05-12
255282,2022-05-14
255282,2022-05-15
255282,2022-05-16
255282,2022-05-17
255282,2022-05-21
255282,2022-05-24
255282,2022-05-25
255282,2022-03-17
255282,2022-03-24
255282,2022-03-25
255282,2022-04-04
255282,2022-04-05
255282,2022-04-07
255282,2022-04-08
255282,2022-04-09
255282,2022-04-12
255282,2022-04-14
255282,2022-04-26
255282,2022-04-28
255282,2022-04-29
255282,2022-04-30
255282,2022-05-02
255283,2021-12-05
255285,2021-12-07
255286,2021-12-02
255287,2021-12-01
255287,2022-05-31
255287,2022-06-01
255287,2022-06-28
255294,2021-12-01
255294,2021-12-03
255294,2021-12-14
255294,2021-12-26
255294,2021-12-27
255294,2022-01-05
255297,2021-12-01
255301,2022-08-27
255302,2021-12-01
255306,2022-02-28
255306,2022-03-22
255306,2022-03-24
255306,2022-03-29
255306,2022-04-12
255306,2022-04-14
255306,2022-05-13
255306,2022-05-17
255306,2022-03-10
255306,2022-03-11
255306,2022-03-14
255306,2022-03-15
255306,2022-05-06
255306,2022-05-24
255306,2022-05-25
255306,2022-05-27
255306,2022-05-30
255306,2022-06-29
255306,2022-06-30
255306,2022-07-12
255306,2022-07-13
255306,2022-07-19
255306,2022-07-21
255306,2022-10-14
255306,2022-10-18
255306,2022-10-21
255306,2022-10-25
255306,2021-12-01
255306,2022-10-04
255306,2022-10-28
255306,2021-12-02
255306,2021-12-07
255306,2021-12-08
255306,2021-12-14
255306,2021-12-15
255306,2021-12-20
255306,2021-12-21
255306,2022-01-11
255306,2022-01-12
255306,2022-01-13
255306,2022-01-14
255306,2022-01-27
255306,2022-02-01
255306,2022-02-10
255306,2022-02-11
255306,2022-02-14
255306,2022-02-15
255306,2022-02-16
255306,2022-02-17
255306,2022-02-21
255306,2022-02-22
255306,2022-02-23
255306,2022-02-24
255306,2022-03-01
255306,2022-03-03
255306,2022-03-04
255306,2022-03-06
255306,2022-03-16
255306,2022-03-17
255306,2022-03-18
255306,2022-03-21
255306,2022-03-23
255306,2022-03-25
255306,2022-01-18
255306,2022-01-19
255306,2022-01-20
255306,2022-01-24
255306,2022-01-25
255306,2022-02-18
255306,2022-04-13
255306,2022-04-20
255306,2022-04-26
255306,2022-04-29
255306,2022-08-19
255306,2022-08-24
255306,2022-08-25
255306,2022-08-29
255306,2022-08-30
255306,2022-08-31
255306,2022-09-12
255306,2022-10-03
255306,2022-10-26
255306,2021-12-23
255306,2022-03-26
255306,2021-12-03
255306,2021-12-05
255309,2021-12-01
255310,2021-12-01
255312,2021-12-01
255315,2021-12-01
255315,2021-12-06
255315,2022-05-01
255318,2021-12-01
255318,2021-12-02
255319,2021-12-01
255319,2021-12-02
255324,2021-12-02
255329,2022-06-06
255331,2021-12-01
255332,2021-12-01
255332,2021-12-02
255332,2022-07-11
255332,2022-07-15
255332,2022-07-16
255332,2021-12-07
255332,2021-12-09
255332,2021-12-11
255332,2021-12-12
255332,2021-12-13
255332,2021-12-14
255332,2021-12-15
255332,2021-12-16
255332,2021-12-17
255332,2021-12-19
255332,2022-07-17
255332,2021-12-25
255332,2021-12-26
255332,2021-12-27
255332,2022-06-26
255332,2022-07-09
255332,2022-07-10
255333,2022-05-21
255335,2022-02-18
255335,2021-12-01
255335,2021-12-03
255335,2021-12-04
255335,2021-12-06
255335,2021-12-08
255335,2022-04-17
255335,2022-04-18
255335,2021-12-17
255335,2021-12-18
255335,2021-12-20
255335,2022-01-26
255335,2022-01-02
255335,2022-03-20
255335,2022-03-21
255335,2022-05-10
255335,2022-05-11
255338,2021-12-01
255338,2021-12-07
255338,2021-12-26
255338,2021-12-08
255340,2021-12-01
255341,2021-12-02
255341,2022-03-21
255341,2022-06-22
255341,2022-04-17
255341,2022-04-18
255342,2021-12-04
255342,2021-12-05
255342,2021-12-10
255342,2021-12-11
255342,2021-12-12
255342,2021-12-14
255342,2021-12-25
255342,2021-12-31
255342,2022-01-03
255342,2022-03-05
255342,2022-06-10
255342,2022-09-10
255342,2021-12-08
255342,2022-04-16
255342,2022-08-16
255342,2022-08-21
255342,2022-08-25
255342,2021-12-13
255342,2022-10-09
255342,2022-09-15
255342,2022-09-21
255342,2022-09-22
255342,2022-02-25
255342,2022-02-26
255342,2022-05-25
255342,2021-12-16
255342,2022-01-02
255342,2022-01-08
255342,2022-07-22
255342,2022-09-29
255342,2022-09-30
255342,2022-10-10
255342,2022-10-11
255342,2022-10-17
255342,2022-10-14
255343,2022-05-23
255343,2022-06-10
255343,2022-06-13
255343,2022-06-22
255343,2022-07-04
255343,2022-07-05
255343,2022-07-06
255343,2022-07-07
255343,2022-07-08
255343,2022-07-11
255343,2022-07-13
255344,2021-12-01
255345,2021-12-01
255345,2021-12-02
255345,2021-12-03
255346,2021-12-26
255346,2021-12-27
255346,2021-12-28
255346,2021-12-29
255346,2021-12-30
255346,2021-12-31
255346,2022-01-01
255346,2021-12-01
255346,2021-12-02
255346,2021-12-10
255346,2021-12-11
255346,2021-12-12
255346,2021-12-13
255346,2021-12-14
255346,2021-12-15
255346,2021-12-16
255346,2021-12-18
255346,2021-12-19
255346,2021-12-20
255346,2021-12-21
255346,2021-12-22
255346,2021-12-23
255346,2021-12-24
255346,2021-12-25
255346,2021-12-08
255346,2021-12-09
255346,2021-12-03
255346,2021-12-04
255346,2021-12-05
255346,2021-12-06
255346,2021-12-07
255347,2021-12-01
255348,2021-12-01
255348,2021-12-03
255348,2021-12-06
255348,2022-01-01
255348,2022-01-05
255348,2022-01-10
255348,2022-01-24
255349,2021-12-01
255349,2021-12-02
255349,2022-09-25
255349,2022-10-08
255351,2021-12-01
255353,2022-02-08
255353,2022-04-16
255353,2022-04-20
255353,2022-07-27
255353,2022-07-14
255353,2022-07-19
255353,2022-07-26
255353,2022-08-04
255353,2022-05-22
255354,2022-02-24
255354,2022-03-11
255357,2021-12-02
255357,2021-12-03
255357,2021-12-04
255357,2021-12-05
255357,2021-12-25
255357,2022-01-15
255358,2021-12-02
255359,2021-12-06
255359,2021-12-07
255359,2021-12-08
255359,2021-12-13
255359,2021-12-17
255361,2021-12-02
255363,2021-12-02
255363,2022-02-24
255363,2022-02-25
255365,2021-12-02
255365,2022-03-22
255366,2022-03-12
255366,2022-05-03
255366,2022-05-09
255366,2022-10-06
255366,2022-03-13
255366,2022-03-14
255366,2022-03-15
255366,2022-03-16
255366,2022-03-19
255366,2022-03-21
255366,2022-04-11
255366,2022-04-12
255366,2022-04-20
255367,2021-12-02
255367,2021-12-06
255368,2021-12-02
255372,2022-02-16
255372,2022-02-17
255372,2022-02-23
255372,2022-02-24
255372,2022-02-25
255372,2022-03-01
255372,2022-03-04
255372,2022-03-07
255372,2022-03-10
255372,2022-04-05
255372,2022-04-07
255372,2022-04-25
255372,2022-04-27
255372,2022-05-04
255372,2022-05-05
255372,2022-05-06
255372,2022-05-10
255372,2022-05-17
255372,2022-05-23
255372,2022-05-24
255372,2022-06-07
255372,2022-06-27
255372,2022-07-19
255372,2021-12-02
255372,2021-12-03
255372,2021-12-16
255372,2021-12-17
255372,2021-12-23
255372,2021-12-24
255372,2022-01-13
255372,2022-01-14
255372,2022-01-27
255372,2022-06-16
255372,2022-06-20
255372,2022-06-22
255372,2022-09-28
255372,2022-01-17
255372,2022-03-16
255372,2022-01-24
255372,2022-01-25
255372,2022-07-27
255372,2022-07-28
255372,2022-07-29
255372,2022-03-14
255372,2022-03-15
255375,2021-12-02
255377,2022-02-04
255377,2022-03-16
255377,2021-12-02
255377,2022-02-07
255377,2022-09-23
255378,2021-12-02
255378,2021-12-11
255381,2021-12-02
255382,2021-12-02
255384,2022-01-29
255389,2021-12-02
255391,2021-12-02
255391,2021-12-07
255391,2021-12-08
255391,2022-06-20
255391,2022-06-23
255391,2022-07-08
255391,2022-07-11
255391,2022-07-26
255391,2022-08-03
255391,2022-08-05
255391,2022-08-10
255391,2022-08-11
255391,2022-08-12
255391,2022-05-10
255391,2022-05-11
255391,2022-05-12
255391,2022-05-18
255391,2022-05-23
255391,2022-05-24
255391,2022-05-25
255391,2022-06-15
255391,2021-12-20
255391,2021-12-10
255391,2021-12-16
255391,2021-12-17
255391,2021-12-21
255391,2021-12-22
255393,2021-12-15
255396,2021-12-02
255396,2021-12-03
255396,2021-12-04
255396,2022-02-05
255396,2022-02-08
255396,2022-02-09
255396,2022-01-15
255396,2022-01-17
255396,2022-01-18
255396,2022-01-24
255396,2022-01-27
255396,2022-01-28
255396,2022-02-01
255396,2022-04-05
255396,2022-04-06
255396,2022-05-25
255396,2021-12-16
255396,2021-12-17
255396,2021-12-18
255396,2021-12-20
255396,2021-12-21
255396,2021-12-22
255396,2021-12-24
255396,2021-12-28
255396,2021-12-29
255396,2021-12-30
255396,2021-12-31
255396,2022-01-01
255396,2022-01-04
255396,2022-01-05
255396,2022-01-06
255396,2022-01-07
255396,2022-01-12
255396,2022-06-01
255396,2022-06-02
255396,2022-06-03
255396,2022-06-05
255396,2022-06-06
255396,2022-06-07
255396,2022-06-08
255396,2022-06-09
255396,2022-06-11
255396,2022-05-16
255396,2022-04-03
255396,2022-04-07
255396,2022-04-08
255396,2022-04-12
255396,2022-04-16
255396,2022-04-18
255396,2022-04-20
255396,2022-05-10
255396,2022-05-13
255396,2022-05-15
255396,2022-05-31
255396,2022-06-15
255396,2022-06-16
255396,2022-06-20
255396,2022-06-24
255396,2022-04-02
255396,2022-02-10
255396,2022-02-11
255396,2022-02-12
255396,2022-02-15
255396,2022-03-01
255396,2022-03-15
255396,2022-03-16
255396,2022-03-28
255396,2022-03-29
255396,2022-04-04
255396,2022-05-08
255396,2022-05-09
255396,2022-08-14
255396,2022-08-16
255396,2022-09-20
255396,2022-10-10
255396,2022-10-20
255396,2022-10-25
255396,2022-10-26
255396,2022-10-27
255396,2022-10-29
255396,2022-10-30
255396,2021-12-11
255396,2021-12-12
255396,2021-12-13
255396,2021-12-14
255396,2021-12-15
255396,2021-12-06
255396,2021-12-07
255396,2021-12-08
255396,2021-12-09
255397,2021-12-02
255398,2021-12-02
255400,2021-12-02
255402,2021-12-03
255402,2022-01-06
255402,2022-01-07
255402,2022-01-22
255402,2022-07-09
255402,2022-07-10
255404,2022-09-05
255404,2022-09-24
255405,2021-12-08
255405,2021-12-13
255405,2021-12-16
255405,2021-12-17
255405,2021-12-20
255405,2021-12-22
255405,2022-04-22
255406,2021-12-10
255406,2021-12-02
255406,2021-12-03
255407,2021-12-02
255409,2021-12-03
255409,2021-12-06
255409,2021-12-07
255409,2021-12-10
255409,2021-12-13
255409,2022-10-26
255409,2022-10-27
255409,2022-10-28
255409,2022-03-30
255409,2022-10-25
255413,2021-12-02
255413,2021-12-10
255413,2022-01-24
255414,2021-12-02
255419,2021-12-02
255421,2022-02-17
255422,2021-12-02
255425,2021-12-02
255426,2021-12-02
255431,2021-12-02
255433,2021-12-24
255435,2021-12-02
255439,2021-12-02
255439,2021-12-03
255439,2021-12-13
255441,2021-12-02
255441,2022-10-18
255441,2022-10-13
255442,2021-12-02
255443,2021-12-02
255444,2021-12-02
255447,2021-12-02
255449,2021-12-02
255449,2021-12-05
255449,2021-12-06
255449,2021-12-08
255449,2021-12-11
255449,2021-12-14
255449,2021-12-19
255449,2021-12-26
255449,2021-12-27
255449,2021-12-29
255449,2021-12-30
255449,2022-01-03
255449,2022-01-07
255449,2022-01-09
255449,2022-01-10
255449,2022-01-14
255449,2022-01-24
255449,2022-01-25
255449,2022-01-26
255449,2022-01-30
255449,2022-02-28
255449,2022-03-02
255449,2022-03-08
255449,2022-03-09
255449,2022-03-13
255449,2022-03-14
255449,2022-03-17
255449,2022-03-20
255449,2022-03-22
255449,2022-03-23
255449,2022-03-29
255449,2022-04-07
255449,2022-04-26
255449,2022-06-07
255449,2022-06-08
255449,2022-06-21
255449,2022-06-23
255449,2022-06-27
255449,2022-06-28
255449,2022-06-30
255449,2022-07-05
255449,2022-07-09
255449,2022-07-11
255449,2022-07-13
255449,2022-07-18
255449,2022-07-20
255449,2022-07-21
255449,2022-07-24
255449,2022-07-27
255449,2022-07-28
255449,2022-07-29
255449,2022-07-30
255449,2022-07-31
255449,2022-08-01
255449,2022-08-02
255449,2022-08-05
255449,2022-08-26
255449,2022-08-27
255449,2022-09-06
255449,2022-09-10
255449,2022-09-13
255449,2022-09-18
255449,2022-09-19
255449,2022-09-26
255449,2022-09-27
255449,2022-10-01
255449,2022-10-02
255449,2022-10-19
255451,2021-12-02
255452,2021-12-02
255455,2021-12-02
255462,2021-12-02
255462,2021-12-15
255464,2021-12-02
255465,2021-12-02
255472,2022-07-31
255476,2021-12-02
255477,2021-12-02
255477,2021-12-03
255477,2021-12-06
255478,2021-12-03
255479,2021-12-02
255480,2021-12-13
255481,2021-12-04
255486,2021-12-20
255486,2021-12-21
255486,2022-01-21
255486,2022-04-04
255486,2022-04-22
255486,2022-05-20
255486,2022-05-22
255486,2022-03-16
255486,2022-05-15
255486,2022-01-25
255486,2022-07-07
255486,2022-08-16
255486,2022-08-17
255486,2022-08-18
255486,2022-08-19
255486,2022-02-10
255486,2022-02-11
255486,2022-02-15
255486,2022-02-16
255486,2022-02-17
255486,2022-02-21
255486,2021-12-16
255486,2021-12-12
255486,2022-03-17
255486,2022-03-21
255486,2022-03-26
255486,2021-12-09
255486,2021-12-11
255486,2022-08-09
255486,2022-08-14
255486,2022-08-15
255486,2022-08-22
255486,2022-08-24
255486,2022-08-27
255486,2022-08-28
255486,2022-10-14
255486,2022-02-23
255486,2022-03-29
255486,2022-03-31
255486,2022-08-23
255486,2022-01-16
255486,2021-12-18
255486,2022-03-28
255486,2022-03-30
255486,2022-06-08
255486,2022-06-10
255486,2022-06-11
255486,2022-06-12
255486,2022-06-18
255486,2022-06-23
255486,2022-07-05
255486,2022-08-30
255486,2022-01-17
255486,2022-04-05
255486,2022-04-07
255488,2021-12-18
255488,2021-12-26
255488,2022-06-16
255488,2022-06-17
255488,2022-06-18
255488,2022-06-20
255488,2022-08-14
255488,2022-08-15
255488,2021-12-21
255488,2021-12-22
255488,2021-12-23
255488,2021-12-24
255488,2021-12-28
255488,2022-07-23
255488,2021-12-04
255488,2021-12-05
255488,2021-12-07
255488,2021-12-20
255488,2022-07-22
255488,2022-01-13
255488,2022-06-12
255488,2021-12-30
255488,2021-12-06
255488,2021-12-08
255488,2021-12-09
255488,2021-12-16
255488,2021-12-10
255488,2021-12-11
255488,2021-12-13
255488,2021-12-14
255488,2021-12-15
255488,2021-12-17
255488,2021-12-19
255488,2022-01-12
255488,2022-07-12
255488,2022-07-18
255488,2022-07-19
255488,2021-12-29
255488,2022-01-04
255488,2021-12-12
255488,2022-01-09
255488,2022-01-11
255488,2021-12-31
255488,2022-09-26
255488,2022-09-27
255488,2022-09-29
255488,2022-01-01
255488,2022-01-02
255488,2022-01-03
255488,2022-01-05
255488,2022-01-08
255488,2022-06-24
255492,2021-12-10
255492,2021-12-03
255493,2021-12-02
255493,2021-12-03
255494,2021-12-02
255494,2021-12-05
255495,2021-12-02
255495,2021-12-03
255495,2021-12-05
255495,2021-12-06
255495,2022-01-14
255496,2021-12-03
255498,2021-12-02
255502,2021-12-02
255508,2021-12-08
255509,2021-12-02
255511,2022-04-17
255513,2021-12-02
255513,2021-12-03
255513,2021-12-13
255515,2021-12-03
255516,2021-12-03
255517,2021-12-23
255517,2021-12-24
255517,2021-12-03
255521,2021-12-03
255523,2021-12-06
255523,2021-12-03
255524,2021-12-03
255524,2021-12-20
255525,2021-12-03
255525,2021-12-19
255529,2021-12-07
255529,2021-12-09
255529,2021-12-03
255529,2021-12-06
255529,2021-12-11
255529,2021-12-12
255529,2021-12-14
255529,2021-12-16
255529,2021-12-19
255529,2021-12-20
255529,2021-12-22
255529,2021-12-25
255529,2021-12-30
255529,2022-01-02
255529,2022-04-09
255529,2022-01-21
255529,2022-01-24
